SECURITY,DATE,EXCHANGE,Custom,SESSION,Custom.1,VOLUME,VALUE
WALMEX*,2/21/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,12792255,720076034
WALMEX*,2/21/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,1840307,103590881
WALMEX*,2/24/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,248427,14082817.95
WALMEX*,2/24/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,3723737,211236648.5
WALMEX*,2/24/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,702931,39866125.85
WALMEX*,2/24/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,7485549,424518562.1
WALMEX*,2/24/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,200,11251
WALMEX*,2/24/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,10313418,585492739.9
WALMEX*,2/24/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,308624,17520584.48
WALMEX*,2/25/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2009124,113519895.4
WALMEX*,2/25/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4218648,236806870.7
WALMEX*,2/25/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,25663273,1446335334
WALMEX*,2/25/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,14184068,796478438.3
WALMEX*,2/25/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,52115,2911665.05
WALMEX*,2/25/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,700,39109
WALMEX*,2/25/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,8635247,482451249.9
WALMEX*,2/25/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,183304,10241194.48
WALMEX*,2/26/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,11610744,649506515
WALMEX*,2/26/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,13435746,750167359.9
WALMEX*,2/26/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,6977650,390367467.4
WALMEX*,2/26/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,623483,34872729.54
WALMEX*,2/26/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,1000,55831
WALMEX*,2/26/2025,U,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1,56
WALMEX*,2/26/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,500000,27940000
WALMEX*,2/26/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,48100,2687828
WALMEX*,2/26/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,11261213,629276582.4
WALMEX*,2/26/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,574902,32125523.76
WALMEX*,2/27/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,10963861,608035774.6
WALMEX*,2/27/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,20054360,1114079382
WALMEX*,2/27/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,5729865,317555217.4
WALMEX*,2/27/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,1200,67014.5
WALMEX*,2/27/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,404892,22450958.47
WALMEX*,2/27/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,4342,241458.62
WALMEX*,2/27/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,13097929,728375831.7
WALMEX*,2/27/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,1622678,90237123.58
WALMEX*,2/28/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,3604993,198489713.7
WALMEX*,2/28/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,9294412,508033879.7
WALMEX*,2/28/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,29729936,1632975553
WALMEX*,2/28/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,23087664,1261438334
WALMEX*,2/28/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,363946,19791383.48
WALMEX*,2/28/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,347476,18895744.88
WALMEX*,2/28/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,2770042,150634884
WALMEX*,2/28/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,25779248,1401875506
WALMEX*,1/2/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2131203,118061014.8
WALMEX*,1/2/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,6442993,356955656
WALMEX*,1/2/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1116009,62024815.21
WALMEX*,1/2/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,151653,8419479.58
WALMEX*,1/2/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,6331,355302.115
WALMEX*,1/2/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,397391,21979696.21
WALMEX*,1/2/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,72260,3996700.6
WALMEX*,1/3/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2360104,127645868.9
WALMEX*,1/3/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,120167,6511387.96
WALMEX*,1/3/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,6189247,334946346.1
WALMEX*,1/3/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,427445,23155788.62
WALMEX*,1/3/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,110248,5977646.56
WALMEX*,1/3/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,434276,23546444.72
WALMEX*,1/3/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,68671,3723341.62
WALMEX*,1/6/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2470968,135601115.2
WALMEX*,1/6/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,372040,20415451.53
WALMEX*,1/6/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1701101,93417924.02
WALMEX*,1/6/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4811994,263993870.7
WALMEX*,1/6/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,21126,1155593.83
WALMEX*,1/6/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,16559,909751.46
WALMEX*,1/6/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,1959794,107671082.4
WALMEX*,1/6/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,2244973,123338816.6
WALMEX*,1/7/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2657057,148919894.9
WALMEX*,1/7/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,273193,15299279.95
WALMEX*,1/7/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,6061460,339825221
WALMEX*,1/7/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,589336,33032215.89
WALMEX*,1/7/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,1009083,56639828.79
WALMEX*,1/7/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,4790,268862.7
WALMEX*,1/7/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,1208378,67826257.14
WALMEX*,1/7/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,58248,3269460.24
WALMEX*,1/8/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2518140,140654142.4
WALMEX*,1/8/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,286015,15969789.25
WALMEX*,1/8/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4559659,254537611.7
WALMEX*,1/8/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2481977,138574569.5
WALMEX*,1/8/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,77391,4297873.635
WALMEX*,1/8/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,91921,5142060.74
WALMEX*,1/8/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,38510,2154249.4
WALMEX*,1/8/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,2390308,133713829.5
WALMEX*,1/8/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,1028349,57525843.06
WALMEX*,1/9/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,258374,14723967.97
WALMEX*,1/9/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2921077,166568796.3
WALMEX*,1/9/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1155895,65776384.57
WALMEX*,1/9/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4737013,270175081.8
WALMEX*,1/9/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,47728,2718586.88
WALMEX*,1/9/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,364,20733.44
WALMEX*,1/9/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,3870463,220461572.5
WALMEX*,1/9/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,143426,8169544.96
WALMEX*,1/10/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2539298,144836370.8
WALMEX*,1/10/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,4625069,263177130.4
WALMEX*,1/10/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,5327481,303846970.6
WALMEX*,1/10/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,219806,12535753.35
WALMEX*,1/10/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,22600,1289399
WALMEX*,1/10/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,173700,9906111
WALMEX*,1/10/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,408716,23309073.48
WALMEX*,1/10/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,6567004,374516238.1
WALMEX*,1/10/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,2079258,118580083.7
WALMEX*,1/13/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,296792,17174460.91
WALMEX*,1/13/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2496325,144495236
WALMEX*,1/13/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,3414151,197787444.8
WALMEX*,1/13/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,6238115,361113126.6
WALMEX*,1/13/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,11782,681162.55
WALMEX*,1/13/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,189337,10960718.93
WALMEX*,1/13/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,2975296,172239885.4
WALMEX*,1/13/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,10574474,612156299.9
WALMEX*,1/14/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,418101,24206761.91
WALMEX*,1/14/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2524270,146170458.3
WALMEX*,1/14/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,6751192,391751006.5
WALMEX*,1/14/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,7553126,437290219
WALMEX*,1/14/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,11900,692496
WALMEX*,1/14/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,87027,5017106.55
WALMEX*,1/14/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,1548893,89293681.45
WALMEX*,1/14/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,8085559,466132476.4
WALMEX*,1/14/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,1010307,58244198.55
WALMEX*,1/15/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,3146596,180256725
WALMEX*,1/15/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,424019,24296513.43
WALMEX*,1/15/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,805384,46129554.87
WALMEX*,1/15/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,6490433,371812746.1
WALMEX*,1/15/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,11325,648589.275
WALMEX*,1/15/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,97136,5550351.04
WALMEX*,1/15/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,675162,38578756.68
WALMEX*,1/15/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,8362365,477825536.1
WALMEX*,1/15/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,241653,13808052.42
WALMEX*,1/16/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,440550,24416949.19
WALMEX*,1/16/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,5013524,278503879.2
WALMEX*,1/16/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,11684199,647622617.7
WALMEX*,1/16/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,5060036,281989434.2
WALMEX*,1/16/2025,M,UNINTENTIONAL CROSS,CONTINUOUS MARKET,CANCELLED,199699,11129125.94
WALMEX*,1/16/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,CANCELLED,1,56.06
WALMEX*,1/16/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,34390,1902841.225
WALMEX*,1/16/2025,U,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,4,222.46
WALMEX*,1/16/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,240674,13186528.46
WALMEX*,1/16/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,94226,5162642.54
WALMEX*,1/16/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,12340146,676116599.3
WALMEX*,1/16/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,26161,1433361.19
WALMEX*,1/17/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,3495588,189089080
WALMEX*,1/17/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,4873807,263757441.9
WALMEX*,1/17/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,8081180,436523968.1
WALMEX*,1/17/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,816167,44311010.7
WALMEX*,1/17/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,157685,8511791.515
WALMEX*,1/17/2025,U,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1,53.84
WALMEX*,1/17/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,60584,3246090.72
WALMEX*,1/17/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,11226299,601505100.4
WALMEX*,1/17/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,817420,43797363.6
WALMEX*,1/20/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2522890,138796887.7
WALMEX*,1/20/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,213432,11741482.32
WALMEX*,1/20/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2824910,155090389.7
WALMEX*,1/20/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,7000876,385248769.7
WALMEX*,1/20/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,59098,3241000.79
WALMEX*,1/20/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,20066,1108646.5
WALMEX*,1/20/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,293078,16192559.5
WALMEX*,1/21/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4652062,261729369.9
WALMEX*,1/21/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,10506658,590985463.8
WALMEX*,1/21/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,6319099,354730733.7
WALMEX*,1/21/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,595924,33620803.51
WALMEX*,1/21/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,1244,70024.76
WALMEX*,1/21/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,9826204,553117023.2
WALMEX*,1/21/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,279991,15760693.39
WALMEX*,1/22/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,5282699,303063360.3
WALMEX*,1/22/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,648172,37176774.44
WALMEX*,1/22/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1409448,80434767.71
WALMEX*,1/22/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,10754742,617464042.5
WALMEX*,1/22/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,20380,1171238.6
WALMEX*,1/22/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,86709,4983166.23
WALMEX*,1/22/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,15162550,871391748.5
WALMEX*,1/22/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,559737,32168085.39
WALMEX*,1/23/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,5061899,288189351.7
WALMEX*,1/23/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,538732,30636899.76
WALMEX*,1/23/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,6894167,392400456
WALMEX*,1/23/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,440311,25050733.34
WALMEX*,1/23/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,200,11466
WALMEX*,1/23/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,3500,198905
WALMEX*,1/23/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,7686611,436830103.1
WALMEX*,1/23/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,494038,28076179.54
WALMEX*,1/24/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4096321,236807796
WALMEX*,1/24/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,384564,22235241.53
WALMEX*,1/24/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,6502223,375679532.1
WALMEX*,1/24/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,4953046,287101390.8
WALMEX*,1/24/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,4936,285998.01
WALMEX*,1/24/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,11367162,654975874.4
WALMEX*,1/24/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,250613,14440321.06
WALMEX*,1/27/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,6257299,359261018.3
WALMEX*,1/27/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,3660174,210823048.6
WALMEX*,1/27/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2646613,151932117.7
WALMEX*,1/27/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,341298,19606153.07
WALMEX*,1/27/2025,U,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1,57.39
WALMEX*,1/27/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,7615617,435460980.1
WALMEX*,1/27/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,612132,35001707.76
WALMEX*,1/28/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2384180,133887143.4
WALMEX*,1/28/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,6267027,351697230.2
WALMEX*,1/28/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,3020768,169522632.6
WALMEX*,1/28/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,275214,15446911.78
WALMEX*,1/28/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,5190,290891
WALMEX*,1/28/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,8859437,496925821.3
WALMEX*,1/28/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,14400,807696
WALMEX*,1/28/2025,M,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,90407,5074499.707
WALMEX*,1/29/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,581783,31542369.24
WALMEX*,1/29/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,5497518,299022756.7
WALMEX*,1/29/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,11875468,646047050.3
WALMEX*,1/29/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2809276,152273899.9
WALMEX*,1/29/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,5986,327494.06
WALMEX*,1/29/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,12338206,675023250.3
WALMEX*,1/29/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,68700,3758577
WALMEX*,1/29/2025,M,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,90455,4917477.529
WALMEX*,1/30/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,5273671,289633907.4
WALMEX*,1/30/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,327136,17995186.97
WALMEX*,1/30/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2503909,138073559
WALMEX*,1/30/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,12037624,661153743.3
WALMEX*,1/30/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,12600,689346
WALMEX*,1/30/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,7316235,400271216.9
WALMEX*,1/30/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,486847,26635399.37
WALMEX*,1/31/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,6781187,367777350.9
WALMEX*,1/31/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,587639,31981170.84
WALMEX*,1/31/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,3517888,191635399.6
WALMEX*,1/31/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,17388188,940371452.6
WALMEX*,1/31/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,15210767,817122403.2
WALMEX*,1/31/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,904349,48581628.28
WALMEX*,1/31/2025,M,REGULAR TRADE,AFTER CLOSE,NORMAL,50,2686
WALMEX*,6/2/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2520555,162165055.2
WALMEX*,6/2/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,348766,22398113.68
WALMEX*,6/2/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,750528,48265308.65
WALMEX*,6/2/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,6028220,388004866.5
WALMEX*,6/2/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,177041,11424256.84
WALMEX*,6/2/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,11986526,769534969.2
WALMEX*,6/2/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,124457,7990139.4
WALMEX*,6/3/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,3242520,208098129.9
WALMEX*,6/3/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,5859921,375652685.2
WALMEX*,6/3/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1326435,85003862.96
WALMEX*,6/3/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4403153,282199693.2
WALMEX*,6/3/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,6034559,385487628.9
WALMEX*,6/3/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,2681025,171263877
WALMEX*,6/3/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,49245,3145770.6
WALMEX*,6/3/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,13590,868129.2
WALMEX*,6/4/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,385016,24752132.08
WALMEX*,6/4/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,2775780,178207747.3
WALMEX*,6/4/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,3280354,210759880.3
WALMEX*,6/4/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,5912487,379745210.2
WALMEX*,6/4/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,524150,33765743
WALMEX*,6/4/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,10530978,678405602.8
WALMEX*,6/4/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,497230,32031556.6
WALMEX*,6/5/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,3267791,212507150.2
WALMEX*,6/5/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,600228,38998144.73
WALMEX*,6/5/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,5416664,352177628.4
WALMEX*,6/5/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1132572,73608303.6
WALMEX*,6/5/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,13531399,879540935
WALMEX*,6/5/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,3246368,211013920
WALMEX*,6/5/2025,M,UNINTENTIONAL CROSS,AFTER CLOSE,NORMAL,1171900,76173500
WALMEX*,6/6/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,362317,22984320.75
WALMEX*,6/6/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,7659435,484682527.6
WALMEX*,6/6/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,908319,57747257.16
WALMEX*,6/6/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,4114454,259904481.4
WALMEX*,6/6/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,2681,168768.95
WALMEX*,6/6/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,236609,15095654.2
WALMEX*,6/6/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,10939703,697953051.4
WALMEX*,6/6/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,456092,29098669.6
WALMEX*,6/9/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1206648,77899588.24
WALMEX*,6/9/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,350077,22568879.24
