SECURITY,DATE,EXCHANGE,Custom,SESSION,Custom.1,VOLUME,VALUE
LACOMUBC,7/2/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,543520,22781394.4
LACOMUBC,7/2/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,82605,3461916.81
LACOMUBC,7/2/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1226,51320.75
LACOMUBC,7/2/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,1344,56085.12
LACOMUBC,7/2/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,79067,3299465.91
LACOMUBC,7/2/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,21465,895734.45
LACOMUBC,7/3/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,227348,9409413.28
LACOMUBC,7/3/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,4548,188656.17
LACOMUBC,7/3/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,93602,3870555.03
LACOMUBC,7/3/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,477,19714.06
LACOMUBC,7/3/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,38670,1597457.7
LACOMUBC,7/3/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,120,4957.2
LACOMUBC,7/4/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1597,65491.9
LACOMUBC,7/4/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,12115,497202.66
LACOMUBC,7/4/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,34087,1401337.83
LACOMUBC,7/4/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,895,36807.16
LACOMUBC,7/7/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,350846,14405559.76
LACOMUBC,7/7/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,363199,14937661.3
LACOMUBC,7/7/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,28213,1160557.85
LACOMUBC,7/7/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1951,80321.44
LACOMUBC,7/7/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,7870,323457
LACOMUBC,7/7/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,22103,908433.3
LACOMUBC,7/8/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,53365,2144778.51
LACOMUBC,7/8/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,182235,7336234.78
LACOMUBC,7/8/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1256887,51037657.91
LACOMUBC,7/8/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,110376,4473516.16
LACOMUBC,7/8/2025,U,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,11000,440990
LACOMUBC,7/8/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,7870,315508.3
LACOMUBC,7/8/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,36411,1459716.99
LACOMUBC,7/9/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,326698,13461338.92
LACOMUBC,7/9/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,4083,168152.51
LACOMUBC,7/9/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,67188,2768965.38
LACOMUBC,7/9/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1233,50845.83
LACOMUBC,7/9/2025,U,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,100000,4100000
LACOMUBC,7/9/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,132975,5487878.25
LACOMUBC,7/9/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,111767,4612624.09
LACOMUBC,7/10/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,5774,235219.27
LACOMUBC,7/10/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,14281,582069.22
LACOMUBC,7/10/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,38032,1549877.88
LACOMUBC,7/10/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,213707,8711177.5
LACOMUBC,7/10/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,1918,78484.56
LACOMUBC,7/10/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,6632,271381.44
LACOMUBC,7/11/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,259255,10436886.58
LACOMUBC,7/11/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,459171,18502895.78
LACOMUBC,7/11/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,70233,2832787.04
LACOMUBC,7/11/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,13072,526699.72
LACOMUBC,7/11/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,7870,317082.3
LACOMUBC,7/14/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,8835,354548.17
LACOMUBC,7/14/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,6889,275765.33
LACOMUBC,7/14/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,61195,2446462.4
LACOMUBC,7/14/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,298348,11919721.18
LACOMUBC,7/14/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,31380,1258024.2
LACOMUBC,7/14/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,11614,465605.26
LACOMUBC,7/15/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,4299,172088.53
LACOMUBC,7/15/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,36210,1452493.01
LACOMUBC,7/15/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,225283,9019371.29
LACOMUBC,7/15/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,46735,1872141.18
LACOMUBC,7/15/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,7870,316295.3
LACOMUBC,7/15/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,30000,1205700
LACOMUBC,7/16/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,13884,561706.12
LACOMUBC,7/16/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,73045,2959218.97
LACOMUBC,7/16/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,506738,20533799.13
LACOMUBC,7/16/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,463503,18777036.96
LACOMUBC,7/16/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,20882,850106.22
LACOMUBC,7/16/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,2638,107392.98
LACOMUBC,7/17/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,261342,10461712.26
LACOMUBC,7/17/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,26063,1042344.46
LACOMUBC,7/17/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,836,33494.98
LACOMUBC,7/17/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,10266,411086.55
LACOMUBC,7/17/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,7890,317414.7
LACOMUBC,7/17/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,12169,489558.87
LACOMUBC,7/18/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,4540,179005.11
LACOMUBC,7/18/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,16851,665042.56
LACOMUBC,7/18/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,286004,11288118.38
LACOMUBC,7/18/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,46167,1821001.13
LACOMUBC,7/18/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,7890,311023.8
LACOMUBC,7/18/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,10738,423291.96
LACOMUBC,7/21/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1118,44127.2
LACOMUBC,7/21/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,8615,339626.89
LACOMUBC,7/21/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,214598,8457501.59
LACOMUBC,7/21/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,24208,955028.35
LACOMUBC,7/22/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,5901,230049
LACOMUBC,7/22/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,226199,8814573.36
LACOMUBC,7/22/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1961,76608.48
LACOMUBC,7/22/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,58370,2273028.08
LACOMUBC,7/22/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,7900,306283
LACOMUBC,7/22/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,1572,60946.44
LACOMUBC,7/23/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,637256,25448336.15
LACOMUBC,7/23/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,758251,30365208.24
LACOMUBC,7/23/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,232802,9331122.9
LACOMUBC,7/23/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,10719,429968.12
LACOMUBC,7/23/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,12958,522855.3
LACOMUBC,7/23/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,375,15131.25
LACOMUBC,7/24/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,4593,183116.45
LACOMUBC,7/24/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,449199,17888027.87
LACOMUBC,7/24/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,51993,2071414.02
LACOMUBC,7/24/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,665508,26490639.92
LACOMUBC,7/24/2025,M,UNINTENTIONAL CROSS,CONTINUOUS MARKET,CANCELLED,4751,189089.8
LACOMUBC,7/24/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,7900,314420
LACOMUBC,7/24/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,17138,682092.4
LACOMUBC,7/25/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,6078,242799.76
LACOMUBC,7/25/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,326367,13017516.44
LACOMUBC,7/25/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,5621,224446.74
LACOMUBC,7/25/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,44894,1791231.39
LACOMUBC,7/25/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,4340,173556.6
LACOMUBC,7/28/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,8834,356142.14
LACOMUBC,7/28/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,388513,15620835.05
LACOMUBC,7/28/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,41219,1655286.25
LACOMUBC,7/28/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,24955,1003120.96
LACOMUBC,7/28/2025,U,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,28315,1137262.2
LACOMUBC,7/28/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,7900,318054
LACOMUBC,7/28/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,2718,109426.68
LIVEPOLC-1,7/1/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,42624,4308798.43
LIVEPOLC-1,7/1/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2006,202552.5
LIVEPOLC-1,7/1/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,110352,11164264.88
LIVEPOLC-1,7/1/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,5962,602068.13
LIVEPOLC-1,7/1/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,8190,825633.9
LIVEPOLC-1,7/1/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,12060,1215768.6
LIVEPOLC-1,7/2/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,3441,350544.55
LIVEPOLC-1,7/2/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,39924,4077309.5
LIVEPOLC-1,7/2/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,110662,11301780.93
LIVEPOLC-1,7/2/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,4530,461941.01
LIVEPOLC-1,7/2/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,501091,50986009.25
LIVEPOLC-1,7/2/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,5481,557691.75
LIVEPOLC-1,7/2/2025,U,REGULAR TRADE,AT CLOSE,NORMAL,409,41615.75
LIVEPOLC-1,7/3/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,63400,6520601.7
LIVEPOLC-1,7/3/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,25637,2640166.22
LIVEPOLC-1,7/3/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,4451,458583.7
LIVEPOLC-1,7/3/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1113,114816.92
LIVEPOLC-1,7/3/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,213,21711.09
LIVEPOLC-1,7/3/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,3690,376121.7
LIVEPOLC-1,7/4/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,8639,882657.43
LIVEPOLC-1,7/4/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,502,51244.13
LIVEPOLC-1,7/4/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,21104,2153898.77
LIVEPOLC-1,7/4/2025,M,REGULAR TRADE,CONTINUOUS MARKET,CORRECTED,10,1017.5
LIVEPOLC-1,7/4/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,CORRECTED,10,1017.5
LIVEPOLC-1,7/4/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,964,98289.55
LIVEPOLC-1,7/7/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,63720,6485290.63
LIVEPOLC-1,7/7/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,3200,325537.05
LIVEPOLC-1,7/7/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,22581,2297006.22
LIVEPOLC-1,7/7/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1101,112223.47
LIVEPOLC-1,7/7/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,7062,718205.4
LIVEPOLC-1,7/7/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,3689,375171.3
LIVEPOLC-1,7/8/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,185711,18528325.59
LIVEPOLC-1,7/8/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,65685,6566288.25
LIVEPOLC-1,7/8/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,38365,3832092.81
LIVEPOLC-1,7/8/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,46814,4672284.48
LIVEPOLC-1,7/8/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,3890,388027.5
LIVEPOLC-1,7/9/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,11793,1162313.69
LIVEPOLC-1,7/9/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,62020,6112867.98
LIVEPOLC-1,7/9/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,253440,24989094.79
LIVEPOLC-1,7/9/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,369330,36336874.47
LIVEPOLC-1,7/9/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,529,52318.1
LIVEPOLC-1,7/9/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,3390,335271
LIVEPOLC-1,7/10/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,157544,15481913.84
LIVEPOLC-1,7/10/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,19154,1885549.29
LIVEPOLC-1,7/10/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,23544,2319950.53
LIVEPOLC-1,7/10/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1054,103728.08
LIVEPOLC-1,7/10/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,3919,385707.98
LIVEPOLC-1,7/11/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,67316,6595716.62
LIVEPOLC-1,7/11/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2412,236226.94
LIVEPOLC-1,7/11/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,31491,3085606.71
LIVEPOLC-1,7/11/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,291,28525.71
LIVEPOLC-1,7/11/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,3890,380558.7
LIVEPOLC-1,7/14/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1918,186421.39
LIVEPOLC-1,7/14/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,20903,2029534.75
LIVEPOLC-1,7/14/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,48112,4673966.38
LIVEPOLC-1,7/14/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,36015,3520462.8
LIVEPOLC-1,7/14/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,11727,1140802.56
LIVEPOLC-1,7/15/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2006,195709.31
LIVEPOLC-1,7/15/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,4673,457202.85
LIVEPOLC-1,7/15/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,76277,7463028.33
LIVEPOLC-1,7/15/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,23969,2345627.13
LIVEPOLC-1,7/15/2025,M,MID POINT,CONTINUOUS MARKET,NORMAL,100,9774
LIVEPOLC-1,7/15/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,22733,2219650.12
LIVEPOLC-1,7/15/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,1252,122245.28
LIVEPOLC-1,7/16/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,155014,14915683.94
LIVEPOLC-1,7/16/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,283528,27493260.84
LIVEPOLC-1,7/16/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,47851,4596914.51
LIVEPOLC-1,7/16/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,16731,1607441.12
LIVEPOLC-1,7/16/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,355,33817.3
LIVEPOLC-1,7/16/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,3600,342936
LIVEPOLC-1,7/17/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,78067,7424329.14
LIVEPOLC-1,7/17/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,200035,19023428.2
LIVEPOLC-1,7/17/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,181570,17232563.58
LIVEPOLC-1,7/17/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,9763,927981.18
LIVEPOLC-1,7/17/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,4100,390074
LIVEPOLC-1,7/17/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,5576,530500.64
LIVEPOLC-1,7/18/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,106732,10165650
LIVEPOLC-1,7/18/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,114796,10891912.53
LIVEPOLC-1,7/18/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,21781,2070128.27
LIVEPOLC-1,7/18/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1017,96324.54
LIVEPOLC-1,7/18/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,8415,791935.65
LIVEPOLC-1,7/18/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,200,18822
LIVEPOLC-1,7/21/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,74118,7011577.66
LIVEPOLC-1,7/21/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,164473,15473892.64
LIVEPOLC-1,7/21/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,24196,2289184.7
LIVEPOLC-1,7/21/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1379,130167.91
LIVEPOLC-1,7/21/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,1471,139377.25
LIVEPOLC-1,7/21/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,19300,1828675
LIVEPOLC-1,7/22/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2859,273301.17
LIVEPOLC-1,7/22/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,63248,5992869.22
LIVEPOLC-1,7/22/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2956,281063.94
LIVEPOLC-1,7/22/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,24903,2363980.95
LIVEPOLC-1,7/22/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,3910,367305.4
LIVEPOLC-1,7/22/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,467,43869.98
LIVEPOLC-1,7/23/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1684,158382.06
LIVEPOLC-1,7/23/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,20739,1950525.64
LIVEPOLC-1,7/23/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,87835,8266753.24
LIVEPOLC-1,7/23/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,6493,611027.45
LIVEPOLC-1,7/23/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,3910,367344.5
LIVEPOLC-1,7/24/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,17320,1646039.44
LIVEPOLC-1,7/24/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,982,92988.18
LIVEPOLC-1,7/24/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,40838,3880767.96
LIVEPOLC-1,7/24/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1641,155856.52
LIVEPOLC-1,7/24/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,92,8774.04
LIVEPOLC-1,7/24/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,3826,364885.62
LIVEPOLC-1,7/25/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,23577,2266015.72
LIVEPOLC-1,7/25/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1285,123355.74
LIVEPOLC-1,7/25/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,52833,5085246.11
LIVEPOLC-1,7/25/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,218205,20882187.68
LIVEPOLC-1,7/25/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,CANCELLED,416,39919.36
LIVEPOLC-1,7/25/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,496,47695.36
LIVEPOLC-1,7/28/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,68275,6645376.11
LIVEPOLC-1,7/28/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,4798,466156.62
LIVEPOLC-1,7/28/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,29491,2867717.52
LIVEPOLC-1,7/28/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,5470,533160.39
LIVEPOLC-1,7/28/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,4001,387696.9
LIVEPOLC-1,7/28/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,9,872.1
TRAXIONA,7/1/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1402,24180.46
TRAXIONA,7/1/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,6795,116812.68
TRAXIONA,7/1/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,702448,12083767.63
TRAXIONA,7/1/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,78099,1344148.01
TRAXIONA,7/1/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,100,1711
TRAXIONA,7/1/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,2752,47086.72
TRAXIONA,7/2/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,268880,4674229.73
TRAXIONA,7/2/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,1349545,23445451.9
TRAXIONA,7/2/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,1571297,27300761.97
TRAXIONA,7/2/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2324,40261.16
TRAXIONA,7/2/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,100,1727
TRAXIONA,7/2/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,5632,97264.64
TRAXIONA,7/3/2025,U,UNINTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,2413,43016.3
TRAXIONA,7/3/2025,U,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,97075,1722682.43
TRAXIONA,7/3/2025,M,REGULAR TRADE,CONTINUOUS MARKET,NORMAL,494173,8751345.04
TRAXIONA,7/3/2025,M,INTENTIONAL CROSS,CONTINUOUS MARKET,NORMAL,17652,313907.91
TRAXIONA,7/3/2025,M,REGULAR TRADE,AT CLOSE,NORMAL,100100,1802801
TRAXIONA,7/3/2025,M,UNINTENTIONAL CROSS,AT CLOSE,NORMAL,100,1801
