17/5/2021|21/5/2021|BBIL|N|2028.72|12387.00|25129754.64
17/5/2021|21/5/2021|ZPR1|N|2019.79|13412.00|27089423.48
17/6/2019|21/6/2019|AC|*|104.00|300000.00|31200000.00
17/6/2019|21/6/2019|BACHOCO|B|80.00|496924.00|39753920.00
17/6/2019|21/6/2019|HOTEL|*|5.80|3000000.00|17400000.00
17/6/2024|21/6/2024|VMSTX|N|2680.41|46660.00|125067930.60
17/6/2024|21/6/2024|VMSTX|N|2683.08|88164.00|236551065.12
17/6/2024|21/6/2024|XTMXX|N|6333.92|71372.00|452064538.24
17/7/2023|21/7/2023|JD|N|619.46|56200.00|34813652.00
17/7/2023|21/7/2023|VMSTX|N|2417.24|82730.00|199978265.20
17/8/2020|21/8/2020|ASUR|B|259.12|237384.00|61510942.08
17/8/2020|21/8/2020|ZPR1|N|2238.82|19314.00|43240569.48
18/1/2021|22/1/2021|BBIL|N|2027.70|24936.00|50562727.20
18/1/2021|22/1/2021|TERRA|13|29.45|644148.00|18970158.60
18/10/2021|22/10/2021|FIBRAMQ|12|24.35|2000000.00|48700000.00
18/10/2021|22/10/2021|FIBRAMQ|12|24.50|2000000.00|49000000.00
18/10/2021|22/10/2021|FUNO|11|21.35|3547749.00|75744441.15
18/10/2021|22/10/2021|IAU|*|682.53|1148330.00|783769674.90
18/10/2021|22/10/2021|LIVEPOL|C-1|86.50|249800.00|21607700.00
18/11/2019|22/11/2019|GFNORTE|O|105.30|3149419.00|331633821.00
18/11/2019|22/11/2019|LACOMER|UBC|26.00|499995.00|12999870.00
18/12/2023|22/12/2023|IB1MXX|N|7395.83|64767.00|479005721.61
18/12/2023|22/12/2023|IB1MXX|N|7402.79|44691.00|330838087.89
18/12/2023|22/12/2023|MBIL|N|10494.99|31226.00|327716557.74
18/7/2022|22/7/2022|ESGMEX|ISHRS|39.78|6037122.00|240156713.16
18/7/2022|22/7/2022|NAFTRAC|ISHRS|47.31|6308151.00|298438623.81
18/9/2023|22/9/2023|NAFTRAC|ISHRS|51.73|1616733.00|83633598.09
18/9/2023|22/9/2023|XTMXX|N|5826.96|57951.00|337678158.96
19/10/2020|23/10/2020|FIBRAHD|15|4.77|21712628.00|103569235.56
19/10/2020|23/10/2020|TERRA|13|31.75|1000000.00|31750000.00
19/10/2020|23/10/2020|UNIFIN|A|18.20|11945000.00|217399000.00
19/10/2020|23/10/2020|ZPR1|N|2112.42|38225.00|80747254.50
19/12/2022|23/12/2022|IB1MXX|N|6600.14|39455.00|260408523.70
19/4/2021|23/4/2021|GMXT|*|31.65|500000.00|15825000.00
19/4/2021|23/4/2021|GMXT|*|31.80|722301.00|22969171.80
19/5/2020|22/5/2020|BIL|*|2083.73|129218.00|269255423.00
19/5/2020|22/5/2020|CSPXX|N|518.70|30000.00|15561000.00
19/5/2020|22/5/2020|IBTMXX|N|593.89|197927.00|117546866.03
19/5/2020|22/5/2020|ZPR1|N|2400.85|41203.00|98922222.55
19/6/2023|23/6/2023|VDST|N|886.34|118965.00|105443438.10
19/6/2023|23/6/2023|VMSTX|N|2396.14|105382.00|252510025.48
19/7/2021|23/7/2021|ZPR1|N|2036.36|30179.00|61455308.44
19/8/2019|23/8/2019|NAFTRAC|ISHRS|40.00|5000000.00|200000000.00
19/8/2024|23/8/2024|ALFA|A|$11.61|2,000,000|$23,220,000
19/8/2024|23/8/2024|ESGMEX|ISHRS|$48.14|3,710,352|$178,616,345.28
19/8/2024|23/8/2024|XT0D|N|$1,142.78|173,058|$197,767,221.24
2/10/2023|6/10/2023|AC|*|158.12|526977.00|83325603.24
2/10/2023|6/10/2023|ESGMEX|ISHRS|43.79|10130566.00|443617485.14
2/10/2023|6/10/2023|NAFTRAC|ISHRS|50.57|8800000.00|445016000.00
2/10/2023|6/10/2023|XTMXX|N|5850.50|37096.00|217030148.00
2/11/2020|6/11/2020|FRMXNX|N|587.85|54482.00|32027243.70
2/11/2020|6/11/2020|IB01|N|108.59|602554.00|65431338.86
2/11/2020|6/11/2020|NAFTRAC|ISHRS|37.75|4500000.00|169875000.00
2/11/2020|6/11/2020|ZPR1|N|2083.57|480367.00|1000878270.19
2/12/2019|6/12/2019|CHDRAUI|B|27.23|450000.00|12253500.00
2/12/2019|6/12/2019|CHDRAUI|B|27.25|500000.00|13625000.00
2/12/2019|6/12/2019|FRMXNX|N|556.55|23416.00|13032175.00
2/12/2019|6/12/2019|FRMXNX|N|557.25|56029.00|31222160.00
2/12/2019|6/12/2019|UNIFIN|A|29.50|6134114.00|180956363.00
2/3/2020|6/3/2020|HOTEL|*|5.79|2500000.00|14475000.00
2/5/2022|6/5/2022|NAFTRAC|ISHRS|51.29|3600000.00|184644000.00
2/5/2022|6/5/2022|NAFTRAC|ISHRS|51.70|1300000.00|67210000.00
2/6/2020|5/6/2020|CSPXX|N|532.41|20438.00|10881395.58
2/6/2020|5/6/2020|IUAA|N|126.05|707815.00|89220081.00
2/6/2020|5/6/2020|MBIL|N|2024.45|222277.00|449988672.65
2/6/2020|5/6/2020|OMA|B|109.50|400000.00|43800000.00
2/6/2020|5/6/2020|SLV|*|359.01|4244567.00|1523841999.00
2/6/2020|5/6/2020|ZPR1|N|2215.54|90716.00|200984926.64
2/8/2021|6/8/2021|GAP|B|228.50|1500000.00|342750000.00
2/9/2019|6/9/2019|FCFE|18|21.50|1000000.00|21500000.00
2/9/2019|6/9/2019|PINFRA|L|116.00|87000.00|10092000.00
20/1/2020|24/1/2020|BACHOCO|B|79.12|127000.00|10048240.00
20/1/2020|24/1/2020|BACHOCO|B|79.40|426000.00|33824400.00
