Date,Open,High,Low,Last,Close,Quantity,Turnover
2018-01-27,0.14,0.14,0.13,0.14,0.14,0,25035300
2018-01-26,0.14,0.15,0.13,0.14,0.14,0,28089100
2018-01-25,0.14,0.15,0.14,0.14,0.14,0,48811500
2018-01-24,0.15,0.16,0.14,0.14,0.14,0,30234500
2018-01-23,0.12,0.16,0.12,0.15,0.15,0,57808000
2018-01-22,0.12,0.15,0.11,0.12,0.12,0,40584500
2018-01-21,0.15,0.15,0.12,0.12,0.12,0,31975800
2018-01-20,0.14,0.15,0.14,0.15,0.15,0,36470100
2018-01-19,0.13,0.15,0.12,0.14,0.14,0,35770200
2018-01-18,0.14,0.15,0.12,0.13,0.13,0,39776400
2018-01-17,0.1,0.15,0.09,0.14,0.14,0,58720900
2018-01-16,0.13,0.13,0.09,0.1,0.1,0,23446800
2018-01-15,0.15,0.15,0.13,0.13,0.13,0,30502000
2018-01-14,0.18,0.18,0.15,0.15,0.15,0,29454800
2018-01-13,0.18,0.19,0.18,0.18,0.18,0,34387200
2018-01-12,0.17,0.2,0.17,0.18,0.18,0,34260300
2018-01-11,0.21,0.21,0.16,0.17,0.17,0,43862500
2018-01-10,0.25,0.26,0.2,0.21,0.21,0,55184500
2018-01-09,0.23,0.29,0.23,0.25,0.25,0,106775000
2018-01-08,0.23,0.24,0.17,0.23,0.23,0,66688700
2018-01-07,0.18,0.26,0.18,0.23,0.23,0,97849904
2018-01-06,0.17,0.19,0.17,0.18,0.18,0,52641200
2018-01-05,0.2,0.21,0.16,0.17,0.17,0,51203300
2018-01-04,0.16,0.21,0.14,0.2,0.2,0,67030700
2018-01-03,0.11,0.18,0.1,0.16,0.16,0,87955800
2018-01-02,0.1,0.11,0.1,0.11,0.11,0,38891400
2018-01-01,0.1,0.11,0.09,0.1,0.1,0,26634900
2017-12-31,0.1,0.11,0.09,0.1,0.1,0,22450300
2017-12-30,0.09,0.1,0.08,0.1,0.1,0,31693900
2017-12-29,0.09,0.1,0.08,0.09,0.09,0,27314200
2017-12-28,0.08,0.09,0.08,0.09,0.09,0,25564800
2017-12-27,0.09,0.09,0.08,0.08,0.08,0,22112000
2017-12-26,0.09,0.1,0.08,0.09,0.09,0,22235900
2017-12-25,0.09,0.09,0.09,0.09,0.09,0,23472400
2017-12-24,0.09,0.09,0.08,0.09,0.09,0,15225600
2017-12-23,0.09,0.1,0.08,0.09,0.09,0,13654300
2017-12-22,0.11,0.11,0.07,0.09,0.09,0,13500100
2017-12-21,0.12,0.13,0.1,0.11,0.11,0,31402900
2017-12-20,0.11,0.13,0.09,0.12,0.12,0,39253200
2017-12-19,0.12,0.12,0.1,0.11,0.11,0,26908500
2017-12-18,0.11,0.12,0.1,0.12,0.12,0,35151500
2017-12-17,0.1,0.11,0.1,0.11,0.11,0,30798500
2017-12-16,0.11,0.12,0.1,0.1,0.1,0,44178300
2017-12-15,0.13,0.13,0.1,0.11,0.11,0,53640700
2017-12-14,0.12,0.15,0.1,0.13,0.13,0,98743504
2017-12-13,0.09,0.13,0.08,0.12,0.12,0,78835104
2017-12-12,0.07,0.09,0.07,0.08,0.08,0,43477900
2017-12-11,0.08,0.09,0.07,0.07,0.07,0,25718700
2017-12-10,0.05,0.09,0.05,0.08,0.08,0,64599000
2017-12-09,0.05,0.06,0.05,0.05,0.05,0,12736600
2017-12-08,0.06,0.06,0.04,0.05,0.05,0,30266500
2017-12-07,0.06,0.11,0.05,0.06,0.06,0,107251000
2017-12-06,0.02,0.09,0.02,0.06,0.06,0,63000500
2017-12-05,0.02,0.02,0.02,0.02,0.02,0,2583390
2017-12-04,0.02,0.02,0.02,0.02,0.02,0,824746
2017-12-03,0.02,0.02,0.02,0.02,0.02,0,898044
2017-12-02,0.02,0.02,0.02,0.02,0.02,0,640646
2017-12-01,0.02,0.02,0.01,0.02,0.02,0,555175
2017-11-30,0.02,0.02,0.01,0.02,0.02,0,674593
2017-11-29,0.02,0.02,0.01,0.02,0.02,0,965265
2017-11-28,0.02,0.02,0.02,0.02,0.02,0,1974130
2017-11-27,0.02,0.02,0.02,0.02,0.02,0,1352180
2017-11-26,0.02,0.02,0.02,0.02,0.02,0,523645
2017-11-25,0.02,0.02,0.02,0.02,0.02,0,818860
2017-11-24,0.01,0.02,0.01,0.02,0.02,0,3082120
2017-11-23,0.01,0.01,0.01,0.01,0.01,0,524765
2017-11-22,0.01,0.01,0.01,0.01,0.01,0,330170
2017-11-21,0.01,0.01,0.01,0.01,0.01,0,507625
2017-11-20,0.01,0.01,0.01,0.01,0.01,0,327270
2017-11-19,0.01,0.01,0.01,0.01,0.01,0,379424
2017-11-18,0.01,0.01,0.01,0.01,0.01,0,370149
2017-11-17,0.01,0.01,0.01,0.01,0.01,0,268762
2017-11-16,0.01,0.01,0.01,0.01,0.01,0,357512
2017-11-15,0.01,0.01,0.01,0.01,0.01,0,283268
2017-11-14,0.01,0.01,0.01,0.01,0.01,0,244821
2017-11-13,0.01,0.01,0.01,0.01,0.01,0,225836
2017-11-12,0.01,0.01,0.01,0.01,0.01,0,242761
2017-11-11,0.01,0.01,0.01,0.01,0.01,0,237865
2017-11-10,0.02,0.02,0.01,0.01,0.01,0,296429
2017-11-09,0.01,0.02,0.01,0.02,0.02,0,653800
2017-11-08,0.01,0.02,0.01,0.01,0.01,0,1440510
2017-11-07,0.01,0.01,0.01,0.01,0.01,0,398100
2017-11-06,0.01,0.01,0.01,0.01,0.01,0,563483
2017-11-05,0.01,0.01,0.01,0.01,0.01,0,552450
2017-11-04,0.01,0.01,0.01,0.01,0.01,0,396268
2017-11-03,0.01,0.01,0.01,0.01,0.01,0,503432
2017-11-02,0.01,0.01,0.01,0.01,0.01,0,402388
2017-11-01,0.01,0.01,0.01,0.01,0.01,0,527477
2017-10-31,0.01,0.01,0.01,0.01,0.01,0,355861
2017-10-30,0.01,0.01,0.01,0.01,0.01,0,351934
2017-10-29,0.01,0.01,0.01,0.01,0.01,0,374193
2017-10-28,0.01,0.01,0.01,0.01,0.01,0,317638
2017-10-27,0.01,0.01,0.01,0.01,0.01,0,321159
2017-10-26,0.01,0.01,0.01,0.01,0.01,0,458604
2017-10-25,0.01,0.01,0.01,0.01,0.01,0,769050
2017-10-24,0.01,0.01,0.01,0.01,0.01,0,1172290
2017-10-23,0.01,0.01,0.01,0.01,0.01,0,532807
2017-10-22,0.01,0.01,0.01,0.01,0.01,0,513460
2017-10-21,0.01,0.01,0.01,0.01,0.01,0,606592
2017-10-20,0.01,0.01,0.01,0.01,0.01,0,847098
2017-10-19,0.01,0.01,0.01,0.01,0.01,0,1080690
2017-10-18,0.01,0.01,0.01,0.01,0.01,0,557323
2017-10-17,0.01,0.01,0.01,0.01,0.01,0,925906
2017-10-16,0.01,0.02,0.01,0.01,0.01,0,1971230
2017-10-15,0.02,0.02,0.01,0.01,0.01,0,3427730
2017-10-14,0.02,0.03,0.02,0.02,0.02,0,17462400
2017-10-13,0.01,0.02,0.01,0.02,0.02,0,469195
2017-10-12,0.01,0.02,0.01,0.01,0.01,0,290955
2017-10-11,0.01,0.01,0.01,0.01,0.01,0,225843
2017-10-10,0.01,0.01,0.01,0.01,0.01,0,233675
