firm,date,TradeSourceId,Side,instrumentType,Value
ICAM,2020-12-30,AT,Sell,SIC,7922654.3
ICAM,2020-12-30,AT,Sell,equity,7094459.83
ICAM,2020-12-30,TW,Cross,SIC,6243846.1
ICAM,2020-12-31,AT,Buy,SIC,572989.2
ICAM,2020-12-31,AT,Buy,equity,4590.2
ICAM,2020-12-31,AT,Sell,SIC,14816522.4
ICAM,2020-12-31,AT,Sell,equity,9686696.01
ICAM,2020-12-31,IO,Cross,SIC,6821903
ICAM,2021-01-04,AT,Buy,SIC,5498637.83
ICAM,2021-01-04,AT,Buy,equity,160301.2
ICAM,2021-01-04,AT,Sell,SIC,8267565.4
ICAM,2021-01-04,AT,Sell,equity,666942.54
ICAM,2021-01-05,AT,Buy,SIC,39414779.34
ICAM,2021-01-05,AT,Buy,equity,4369647.79
ICAM,2021-01-05,AT,Sell,SIC,34920924.05
ICAM,2021-01-05,AT,Sell,equity,42024.16
ICAM,2021-01-05,IO,Cross,SIC,24207138.78
ICAM,2021-01-05,TW,Cross,SIC,5073493.8
ICAM,2021-01-06,AT,Buy,SIC,18462501.72
ICAM,2021-01-06,AT,Buy,equity,10695179.67
ICAM,2021-01-06,AT,Cross,equity,3841990.5
ICAM,2021-01-06,AT,Sell,SIC,7913612.15
ICAM,2021-01-06,AT,Sell,equity,2708231.75
ICAM,2021-01-07,AT,Buy,SIC,13386007.95
ICAM,2021-01-07,AT,Buy,equity,8312612.28
ICAM,2021-01-07,AT,Cross,equity,420270.5
ICAM,2021-01-07,AT,Sell,SIC,27823346.84
ICAM,2021-01-07,AT,Sell,equity,1719963.9
ICAM,2021-01-08,AT,Buy,SIC,10356415.95
ICAM,2021-01-08,AT,Buy,equity,16366870.86
ICAM,2021-01-08,AT,Cross,equity,1289122.21
ICAM,2021-01-08,AT,Sell,SIC,7964808.33
ICAM,2021-01-08,AT,Sell,equity,685063.63
ICAM,2021-01-08,IO,Cross,SIC,7022160
ICAM,2021-01-08,TW,Cross,SIC,10004962.05
ICAM,2021-01-11,AT,Buy,SIC,16146545.35
ICAM,2021-01-11,AT,Buy,equity,258494.06
ICAM,2021-01-11,AT,Cross,equity,240602
ICAM,2021-01-11,AT,Sell,SIC,9320716.07
ICAM,2021-01-11,AT,Sell,equity,1841852.23
ICAM,2021-01-12,AT,Buy,SIC,6022125.66
ICAM,2021-01-12,AT,Buy,equity,5086221.18
ICAM,2021-01-12,AT,Cross,equity,6973734.35
ICAM,2021-01-12,AT,Sell,SIC,2688593
ICAM,2021-01-12,AT,Sell,equity,4411567.77
ICAM,2021-01-13,AT,Buy,SIC,41549171.92
ICAM,2021-01-13,AT,Buy,equity,6158907.71
ICAM,2021-01-13,AT,Cross,equity,60804
ICAM,2021-01-13,AT,Sell,SIC,14253970.29
ICAM,2021-01-13,AT,Sell,equity,1264396.28
ICAM,2021-01-13,IO,Cross,SIC,12494048.71
ICAM,2021-01-14,AT,Buy,SIC,30119306.92
ICAM,2021-01-14,AT,Buy,equity,58878152.92
ICAM,2021-01-14,AT,Sell,SIC,5664101.93
ICAM,2021-01-14,AT,Sell,equity,981103.08
ICAM,2021-01-14,IO,Cross,SIC,5680302.5
ICAM,2021-01-15,AT,Buy,SIC,8923410.7
ICAM,2021-01-15,AT,Buy,equity,464481.28
ICAM,2021-01-15,AT,Cross,SIC,2265
ICAM,2021-01-15,AT,Cross,equity,7771408.45
ICAM,2021-01-15,AT,Sell,SIC,4935461
ICAM,2021-01-15,AT,Sell,equity,1009434.84
ICAM,2021-01-15,IO,Cross,SIC,65165460.01
ICAM,2021-01-15,TW,Cross,SIC,62684153.92
ICAM,2021-01-18,AT,Buy,equity,186396.51
ICAM,2021-01-18,AT,Sell,SIC,11025
ICAM,2021-01-18,AT,Sell,equity,1539660.26
ICAM,2021-01-18,IO,Cross,equity,16725000
ICAM,2021-01-19,AT,Buy,SIC,9266397
ICAM,2021-01-19,AT,Buy,equity,4411338.78
ICAM,2021-01-19,AT,Cross,equity,3447.9
ICAM,2021-01-19,AT,Sell,SIC,7388004.35
ICAM,2021-01-19,AT,Sell,equity,164603
ICAM,2021-01-19,TW,Cross,SIC,5557434.12
ICAM,2021-01-20,AT,Buy,SIC,27628175.18
ICAM,2021-01-20,AT,Buy,equity,3920590.27
ICAM,2021-01-20,AT,Cross,equity,11142856.77
ICAM,2021-01-20,AT,Sell,SIC,20071365.34
ICAM,2021-01-20,AT,Sell,equity,643896.5
ICAM,2021-01-20,IO,Cross,SIC,23660132.39
ICAM,2021-01-20,TW,Cross,SIC,10389193.05
ICAM,2021-01-21,AT,Buy,SIC,8848836.3
ICAM,2021-01-21,AT,Buy,equity,1395356.31
ICAM,2021-01-21,AT,Cross,SIC,423878.5
ICAM,2021-01-21,AT,Cross,equity,5020960
ICAM,2021-01-21,AT,Sell,SIC,26958869.74
ICAM,2021-01-21,AT,Sell,equity,129287.61
ICAM,2021-01-22,AT,Buy,SIC,10576316.64
ICAM,2021-01-22,AT,Buy,equity,825934.65
ICAM,2021-01-22,AT,Cross,equity,2461906.55
ICAM,2021-01-22,AT,Sell,SIC,23866874.69
ICAM,2021-01-22,AT,Sell,equity,362717.83
ICAM,2021-01-22,IO,Cross,SIC,20271137.6
ICAM,2021-01-22,TW,Cross,SIC,5013040.8
ICAM,2021-01-25,AT,Buy,SIC,14983378.96
ICAM,2021-01-25,AT,Buy,equity,259397.51
ICAM,2021-01-25,AT,Cross,equity,6630754.38
ICAM,2021-01-25,AT,Sell,SIC,11967990.24
ICAM,2021-01-25,AT,Sell,equity,2676417.31
ICAM,2021-01-26,AT,Buy,SIC,17316974.21
ICAM,2021-01-26,AT,Buy,equity,2603654.21
ICAM,2021-01-26,AT,Sell,SIC,13605009.04
ICAM,2021-01-26,AT,Sell,equity,1043208.12
ICAM,2021-01-26,IO,Cross,SIC,3998032.5
ICAM,2021-01-27,AT,Buy,SIC,34852038.21
ICAM,2021-01-27,AT,Buy,equity,11863691.27
ICAM,2021-01-27,AT,Cross,SIC,41635
ICAM,2021-01-27,AT,Sell,SIC,34619810.13
ICAM,2021-01-27,AT,Sell,equity,1624811.43
ICAM,2021-01-27,IO,Cross,SIC,57740050.97
ICAM,2021-01-27,TW,Cross,SIC,12127732.95
ICAM,2021-01-28,AT,Buy,SIC,35818494.15
ICAM,2021-01-28,AT,Buy,equity,6141608.41
ICAM,2021-01-28,AT,Cross,equity,9876840
ICAM,2021-01-28,AT,Sell,SIC,19965220.29
ICAM,2021-01-28,AT,Sell,equity,1082674.59
ICAM,2021-01-29,AT,Buy,SIC,30574901.32
ICAM,2021-01-29,AT,Buy,equity,5333997.52
ICAM,2021-01-29,AT,Sell,SIC,31876906.64
ICAM,2021-01-29,AT,Sell,equity,352386.98
ICAM,2021-01-29,IO,Cross,SIC,2163428.79
ICAM,2021-01-29,TW,Cross,SIC,137422032.84
ICAM,2021-02-02,AT,Buy,SIC,18433063.97
ICAM,2021-02-02,AT,Buy,equity,18833323.43
ICAM,2021-02-02,AT,Cross,equity,938196
ICAM,2021-02-02,AT,Sell,SIC,34603252.18
ICAM,2021-02-02,AT,Sell,equity,2434074.16
ICAM,2021-02-02,IO,Cross,SIC,17260486.22
ICAM,2021-02-02,TW,Cross,SIC,36931564.03
ICAM,2021-02-03,AT,Buy,SIC,19806621.59
ICAM,2021-02-03,AT,Buy,equity,545644.01
ICAM,2021-02-03,AT,Cross,SIC,13600
ICAM,2021-02-03,AT,Cross,equity,12563819.15
ICAM,2021-02-03,AT,Sell,SIC,28526253.06
ICAM,2021-02-03,AT,Sell,equity,1847943.55
ICAM,2021-02-03,IO,Cross,SIC,60197643
ICAM,2021-02-03,TW,Cross,SIC,2138127.84
ICAM,2021-02-04,AT,Buy,SIC,7471877.7
ICAM,2021-02-04,AT,Buy,equity,2826047.16
ICAM,2021-02-04,AT,Sell,SIC,30727501.17
ICAM,2021-02-04,AT,Sell,equity,5727501.46
ICAM,2021-02-04,TW,Cross,SIC,5010252.8
ICAM,2021-02-05,AT,Buy,SIC,4755235
ICAM,2021-02-05,AT,Buy,equity,3687058.32
ICAM,2021-02-05,AT,Sell,SIC,15681814
ICAM,2021-02-05,AT,Sell,equity,2151652.78
ICAM,2021-02-08,AT,Buy,SIC,28390623.98
ICAM,2021-02-08,AT,Buy,equity,2901996.3
ICAM,2021-02-08,AT,Cross,equity,1596555
ICAM,2021-02-08,AT,Sell,SIC,7644323.21
ICAM,2021-02-08,AT,Sell,equity,378166.55
ICAM,2021-02-08,TW,Cross,SIC,11496803.24
ICAM,2021-02-09,AT,Buy,SIC,9622630.2
ICAM,2021-02-09,AT,Buy,equity,2867340.47
ICAM,2021-02-09,AT,Cross,equity,5093485.9
ICAM,2021-02-09,AT,Sell,SIC,69912507.28
ICAM,2021-02-09,AT,Sell,equity,2027906.96
ICAM,2021-02-10,AT,Buy,SIC,26022144.1
ICAM,2021-02-10,AT,Buy,equity,20148134.89
ICAM,2021-02-10,AT,Cross,equity,19959511.7
ICAM,2021-02-10,AT,Sell,SIC,14832545.35
ICAM,2021-02-10,AT,Sell,equity,2981164.35
ICAM,2021-02-11,AT,Buy,SIC,15037418.17
ICAM,2021-02-11,AT,Buy,equity,6743472.42
ICAM,2021-02-11,AT,Cross,equity,11527091.98
ICAM,2021-02-11,AT,Sell,SIC,7973796.4
ICAM,2021-02-11,AT,Sell,equity,528557.61
ICAM,2021-02-12,AT,Buy,SIC,32784703.57
ICAM,2021-02-12,AT,Buy,equity,306393.47
ICAM,2021-02-12,AT,Cross,equity,724552
ICAM,2021-02-12,AT,Sell,SIC,7073112.79
ICAM,2021-02-12,AT,Sell,equity,1783914.13
ICAM,2021-02-15,AT,Buy,SIC,470230.75
ICAM,2021-02-15,AT,Buy,equity,4826670.97
ICAM,2021-02-15,AT,Cross,equity,11652000
ICAM,2021-02-15,AT,Sell,SIC,83117
ICAM,2021-02-15,AT,Sell,equity,561012.23
ICAM,2021-02-16,AT,Buy,SIC,27602888.35
ICAM,2021-02-16,AT,Buy,equity,1572236.48
ICAM,2021-02-16,AT,Cross,equity,468825
ICAM,2021-02-16,AT,Sell,SIC,28012454.86
ICAM,2021-02-16,AT,Sell,equity,2403857.64
ICAM,2021-02-16,TW,Cross,SIC,20659173.35
ICAM,2021-02-17,AT,Buy,SIC,18703118.93
ICAM,2021-02-17,AT,Buy,equity,3493227.11
ICAM,2021-02-17,AT,Cross,equity,11824308.9
ICAM,2021-02-17,AT,Sell,SIC,12713932.2
ICAM,2021-02-17,AT,Sell,equity,3343377.22
ICAM,2021-02-17,IO,Cross,SIC,3868184.89
ICAM,2021-02-17,TW,Cross,SIC,6787613.51
ICAM,2021-02-18,AT,Buy,SIC,15466538.88
ICAM,2021-02-18,AT,Buy,equity,697858.88
ICAM,2021-02-18,AT,Cross,equity,2182001.23
ICAM,2021-02-18,AT,Sell,SIC,7706301.85
ICAM,2021-02-18,AT,Sell,equity,1750092.12
ICAM,2021-02-18,TW,Cross,SIC,36375642
ICAM,2021-02-19,AT,Buy,SIC,3091275.06
ICAM,2021-02-19,AT,Buy,equity,5657635.95
ICAM,2021-02-19,AT,Cross,equity,1602691.64
ICAM,2021-02-19,AT,Sell,SIC,18663786.28
ICAM,2021-02-19,AT,Sell,equity,4967276.88
ICAM,2021-02-22,AT,Buy,SIC,13080248.5
ICAM,2021-02-22,AT,Buy,equity,4343301.63
ICAM,2021-02-22,AT,Cross,equity,21545.06
ICAM,2021-02-22,AT,Sell,SIC,3989863.04
ICAM,2021-02-22,AT,Sell,equity,2543082.82
ICAM,2021-02-23,AT,Buy,SIC,4705207.97
ICAM,2021-02-23,AT,Buy,equity,21026600.77
ICAM,2021-02-23,AT,Cross,equity,1822582.24
ICAM,2021-02-23,AT,Sell,SIC,3090686
ICAM,2021-02-23,AT,Sell,equity,1097514.99
ICAM,2021-02-23,TW,Cross,SIC,799225.57
ICAM,2021-02-24,AT,Buy,SIC,14671126.47
ICAM,2021-02-24,AT,Buy,equity,8689147.54
ICAM,2021-02-24,AT,Sell,SIC,4357003.46
ICAM,2021-02-24,AT,Sell,equity,1107086.35
ICAM,2021-02-24,IO,Cross,SIC,20181189
ICAM,2021-02-25,AT,Buy,SIC,4986164
ICAM,2021-02-25,AT,Buy,equity,665875.38
ICAM,2021-02-25,AT,Cross,equity,6027356.96
ICAM,2021-02-25,AT,Sell,SIC,25423654.3
ICAM,2021-02-25,AT,Sell,equity,6981618.22
ICAM,2021-02-25,IO,Cross,SIC,60843270.85
ICAM,2021-02-25,TW,Cross,SIC,16082620.88
ICAM,2021-02-26,AT,Buy,SIC,8926582
ICAM,2021-02-26,AT,Buy,equity,1089255.37
ICAM,2021-02-26,AT,Cross,equity,937201.48
ICAM,2021-02-26,AT,Sell,SIC,6664900.3
ICAM,2021-02-26,AT,Sell,equity,5967331.84
ICAM,2021-03-01,AT,Buy,SIC,18200242.35
ICAM,2021-03-01,AT,Buy,equity,5177463.97
ICAM,2021-03-01,AT,Cross,SIC,19060
ICAM,2021-03-01,AT,Cross,equity,18585
ICAM,2021-03-01,AT,Sell,SIC,23339500.47
ICAM,2021-03-01,AT,Sell,equity,114752.64
ICAM,2021-03-02,AT,Buy,SIC,5390391.12
ICAM,2021-03-02,AT,Buy,equity,6441164.35
ICAM,2021-03-02,AT,Cross,equity,4933979.6
ICAM,2021-03-02,AT,Sell,SIC,9009412.16
ICAM,2021-03-02,AT,Sell,equity,9442521.6
ICAM,2021-03-02,TW,Cross,SIC,1594853
ICAM,2021-03-02,VW,Cross,SIC,3012030
ICAM,2021-03-03,AT,Buy,SIC,6002819.9
ICAM,2021-03-03,AT,Buy,equity,4943485.13
ICAM,2021-03-03,AT,Sell,SIC,16893436.14
ICAM,2021-03-03,AT,Sell,equity,1568325.23
ICAM,2021-03-03,TW,Cross,SIC,92778913.37
ICAM,2021-03-04,AT,Buy,SIC,19071486.43
ICAM,2021-03-04,AT,Buy,equity,5464981.24
ICAM,2021-03-04,AT,Cross,equity,3063339.88
ICAM,2021-03-04,AT,Sell,SIC,17908160.25
ICAM,2021-03-04,AT,Sell,equity,11482873.19
ICAM,2021-03-04,TW,Cross,SIC,104054963.3
ICAM,2021-03-05,AT,Buy,SIC,29425344.05
ICAM,2021-03-05,AT,Buy,equity,298285.88
ICAM,2021-03-05,AT,Cross,equity,11950785.91
ICAM,2021-03-05,AT,Sell,SIC,12726764.7
ICAM,2021-03-05,AT,Sell,equity,3533964.95
ICAM,2021-03-08,AT,Buy,SIC,3252191.07
ICAM,2021-03-08,AT,Buy,equity,837480.89
ICAM,2021-03-08,AT,Cross,equity,1813645.04
ICAM,2021-03-08,AT,Sell,SIC,9072057.2
ICAM,2021-03-08,AT,Sell,equity,6036733.37
ICAM,2021-03-09,AT,Buy,SIC,10337480.91
ICAM,2021-03-09,AT,Buy,equity,1490875.97
ICAM,2021-03-09,AT,Cross,equity,7553621.37
ICAM,2021-03-09,AT,Sell,SIC,15245097.7
ICAM,2021-03-09,AT,Sell,equity,428368.84
ICAM,2021-03-10,AT,Buy,SIC,13152087.7
ICAM,2021-03-10,AT,Buy,equity,1331060.1
ICAM,2021-03-10,AT,Sell,SIC,3822364.06
ICAM,2021-03-10,AT,Sell,equity,718623.17
ICAM,2021-03-10,TW,Cross,SIC,3447123
ICAM,2021-03-11,AT,Buy,SIC,6722753.53
ICAM,2021-03-11,AT,Buy,equity,15839807.52
ICAM,2021-03-11,AT,Cross,equity,19273317.58
ICAM,2021-03-11,AT,Sell,SIC,6860208.66
ICAM,2021-03-11,AT,Sell,equity,3620308.03
ICAM,2021-03-12,AT,Buy,SIC,1077660
ICAM,2021-03-12,AT,Buy,equity,1021874.56
ICAM,2021-03-12,AT,Sell,SIC,4573928
ICAM,2021-03-12,AT,Sell,equity,1270984.98
ICAM,2021-03-12,TW,Cross,SIC,33340355.08
ICAM,2021-03-16,AT,Buy,SIC,5141946.96
ICAM,2021-03-16,AT,Buy,equity,5082012.07
ICAM,2021-03-16,AT,Cross,equity,6011423
ICAM,2021-03-16,AT,Sell,SIC,6869489.06
ICAM,2021-03-16,AT,Sell,equity,1429961.88
ICAM,2021-03-16,TW,Cross,SIC,63845436.6
ICAM,2021-03-16,VW,Cross,SIC,6045833.25
ICAM,2021-03-17,AT,Buy,SIC,1706873
ICAM,2021-03-17,AT,Buy,equity,27868614.94
ICAM,2021-03-17,AT,Cross,equity,342840.25
ICAM,2021-03-17,AT,Sell,SIC,7749649.5
ICAM,2021-03-17,AT,Sell,equity,1333683.82
ICAM,2021-03-18,AT,Buy,SIC,11948683
ICAM,2021-03-18,AT,Buy,equity,4950207.23
ICAM,2021-03-18,AT,Cross,equity,5949257.14
ICAM,2021-03-18,AT,Sell,SIC,4305975
ICAM,2021-03-18,AT,Sell,equity,280895.74
ICAM,2021-03-19,AT,Buy,SIC,10685768.98
ICAM,2021-03-19,AT,Buy,equity,2742134.13
ICAM,2021-03-19,AT,Cross,equity,258.83
ICAM,2021-03-19,AT,Sell,SIC,33304
ICAM,2021-03-19,AT,Sell,equity,1322934.79
ICAM,2021-03-19,IO,Cross,SIC,15744759
ICAM,2021-03-19,TW,Cross,SIC,25679358
ICAM,2021-03-22,AT,Buy,SIC,7746697.04
ICAM,2021-03-22,AT,Buy,equity,5832669.4
ICAM,2021-03-22,AT,Cross,equity,13356.9
ICAM,2021-03-22,AT,Sell,SIC,1219665.4
ICAM,2021-03-22,AT,Sell,equity,571074.92
ICAM,2021-03-22,IO,Cross,SIC,3731389.86
ICAM,2021-03-22,TW,Cross,SIC,3379786.56
ICAM,2021-03-23,AT,Buy,SIC,6167183.22
ICAM,2021-03-23,AT,Buy,equity,1718150.71
ICAM,2021-03-23,AT,Cross,equity,18304.4
ICAM,2021-03-23,AT,Sell,SIC,1802414.5
ICAM,2021-03-23,AT,Sell,equity,1298368.18
ICAM,2021-03-23,IO,Cross,SIC,7116273.13
ICAM,2021-03-23,TW,Cross,SIC,4641240.26
ICAM,2021-03-24,AT,Buy,SIC,9925469.7
ICAM,2021-03-24,AT,Buy,equity,5559090.72
ICAM,2021-03-24,AT,Cross,equity,7815362.43
ICAM,2021-03-24,AT,Sell,SIC,7779205.07
ICAM,2021-03-24,AT,Sell,equity,2779388.13
ICAM,2021-03-24,IO,Cross,SIC,25693733.22
ICAM,2021-03-24,TW,Cross,SIC,28139158.28
ICAM,2021-03-25,AT,Buy,SIC,15846985.76
ICAM,2021-03-25,AT,Buy,equity,5028653.59
ICAM,2021-03-25,AT,Cross,equity,13321.5
ICAM,2021-03-25,AT,Sell,SIC,119477
ICAM,2021-03-25,AT,Sell,equity,899306.67
ICAM,2021-03-25,IO,Cross,SIC,5234596.7
ICAM,2021-03-25,TW,Cross,SIC,8068650
ICAM,2021-03-26,AT,Buy,SIC,5364982
ICAM,2021-03-26,AT,Buy,equity,2997771.44
ICAM,2021-03-26,AT,Cross,equity,146449.75
ICAM,2021-03-26,AT,Sell,SIC,1909800.3
ICAM,2021-03-26,AT,Sell,equity,2504094.16
ICAM,2021-03-26,IO,Cross,SIC,4384861.84
ICAM,2021-03-26,TW,Cross,SIC,7434930
ICAM,2021-03-29,AT,Buy,SIC,3513074.45
ICAM,2021-03-29,AT,Buy,equity,4075293.11
ICAM,2021-03-29,AT,Cross,equity,101244
ICAM,2021-03-29,AT,Sell,SIC,1350766.65
ICAM,2021-03-29,AT,Sell,equity,4134554.79
ICAM,2021-03-29,IO,Cross,equity,8810000
ICAM,2021-03-30,AT,Buy,SIC,5092875.81
ICAM,2021-03-30,AT,Buy,equity,1396022.01
ICAM,2021-03-30,AT,Cross,equity,445614.5
ICAM,2021-03-30,AT,Sell,SIC,868943
ICAM,2021-03-30,AT,Sell,equity,381499.17
ICAM,2021-03-30,IO,Cross,SIC,14271573.25
ICAM,2021-03-31,AT,Buy,SIC,7766495
ICAM,2021-03-31,AT,Buy,equity,484659.1
ICAM,2021-03-31,AT,Sell,SIC,6475730.48
ICAM,2021-03-31,AT,Sell,equity,2338671.68
ICAM,2021-03-31,IO,Cross,SIC,26355469.84
ICAM,2021-04-05,AT,Buy,SIC,5874913.2
ICAM,2021-04-05,AT,Buy,equity,1085513.89
ICAM,2021-04-05,AT,Cross,equity,16254736.44
ICAM,2021-04-05,AT,Sell,SIC,3592980
ICAM,2021-04-05,AT,Sell,equity,10099844.52
ICAM,2021-04-05,IO,Cross,SIC,147092955.75
ICAM,2021-04-05,IO,Cross,equity,98627.2
ICAM,2021-04-05,TW,Cross,SIC,50464699.75
ICAM,2021-04-06,AT,Buy,SIC,632996
ICAM,2021-04-06,AT,Buy,equity,581212.11
ICAM,2021-04-06,AT,Cross,equity,999855
ICAM,2021-04-06,AT,Sell,SIC,875419.9
ICAM,2021-04-06,AT,Sell,equity,5958750.82
ICAM,2021-04-07,AT,Buy,SIC,441946
ICAM,2021-04-07,AT,Buy,equity,824461.78
ICAM,2021-04-07,AT,Cross,equity,1737.75
ICAM,2021-04-07,AT,Sell,SIC,1049993.4
ICAM,2021-04-07,AT,Sell,equity,3069246.81
ICAM,2021-04-08,AT,Buy,SIC,5190248.5
ICAM,2021-04-08,AT,Buy,equity,2482902.98
ICAM,2021-04-08,AT,Cross,equity,956.92
ICAM,2021-04-08,AT,Sell,SIC,3834769.1
ICAM,2021-04-08,AT,Sell,equity,1759875.14
ICAM,2021-04-09,AT,Buy,SIC,6261373.27
ICAM,2021-04-09,AT,Buy,equity,5961022.09
ICAM,2021-04-09,AT,Cross,SIC,67600
ICAM,2021-04-09,AT,Sell,SIC,2935745.82
ICAM,2021-04-09,AT,Sell,equity,6305382.21
ICAM,2021-04-12,AT,Buy,SIC,3112709.56
ICAM,2021-04-12,AT,Buy,equity,1370680.55
ICAM,2021-04-12,AT,Cross,equity,806995.14
ICAM,2021-04-12,AT,Sell,SIC,9354304
ICAM,2021-04-12,AT,Sell,equity,54522.66
ICAM,2021-04-13,AT,Buy,SIC,8111909.7
ICAM,2021-04-13,AT,Buy,equity,1140083.46
ICAM,2021-04-13,AT,Cross,equity,363241.88
ICAM,2021-04-13,AT,Sell,SIC,8677193.08
ICAM,2021-04-13,AT,Sell,equity,924860.01
ICAM,2021-04-14,AT,Buy,SIC,4260059.6
ICAM,2021-04-14,AT,Buy,equity,748377.2
ICAM,2021-04-14,AT,Cross,equity,6219417.88
ICAM,2021-04-14,AT,Sell,SIC,13866716.89
ICAM,2021-04-14,AT,Sell,equity,981664.49
ICAM,2021-04-15,AT,Buy,SIC,905248.48
ICAM,2021-04-15,AT,Buy,equity,292681.09
ICAM,2021-04-15,AT,Cross,equity,4892890.95
ICAM,2021-04-15,AT,Sell,equity,4625983.59
ICAM,2021-04-15,IO,Cross,SIC,6725397.74
ICAM,2021-04-15,TW,Cross,SIC,1365800.4
ICAM,2021-04-16,AT,Buy,SIC,13672192
ICAM,2021-04-16,AT,Buy,equity,5624929.38
ICAM,2021-04-16,AT,Cross,equity,2184315.68
ICAM,2021-04-16,AT,Sell,SIC,3574068.1
ICAM,2021-04-16,AT,Sell,equity,1565749.04
ICAM,2021-04-19,AT,Buy,SIC,23285761.86
ICAM,2021-04-19,AT,Buy,equity,3852785.73
ICAM,2021-04-19,AT,Sell,SIC,11616175.92
ICAM,2021-04-19,AT,Sell,equity,760815.01
ICAM,2021-04-20,AT,Buy,SIC,1094462
ICAM,2021-04-20,AT,Buy,equity,5001506.65
ICAM,2021-04-20,AT,Sell,SIC,162994
ICAM,2021-04-20,AT,Sell,equity,899331.88
ICAM,2021-04-20,IO,Cross,SIC,6706158.98
ICAM,2021-04-21,AT,Buy,SIC,14007487.15
ICAM,2021-04-21,AT,Buy,equity,328757.38
ICAM,2021-04-21,AT,Cross,equity,9744059.69
ICAM,2021-04-21,AT,Sell,SIC,6665375
ICAM,2021-04-21,AT,Sell,equity,1818871.34
ICAM,2021-04-22,AT,Buy,SIC,5507373.4
ICAM,2021-04-22,AT,Buy,equity,5172525.62
ICAM,2021-04-22,AT,Cross,equity,3715975.6
ICAM,2021-04-22,AT,Sell,SIC,6738385
ICAM,2021-04-22,AT,Sell,equity,2015462.95
ICAM,2021-04-23,AT,Buy,SIC,1571445.4
ICAM,2021-04-23,AT,Buy,equity,3814809.54
ICAM,2021-04-23,AT,Cross,equity,6408800
ICAM,2021-04-23,AT,Sell,SIC,1082700.5
ICAM,2021-04-23,AT,Sell,equity,7795330.33
ICAM,2021-04-26,AT,Buy,SIC,9194613
ICAM,2021-04-26,AT,Buy,equity,3491855.84
ICAM,2021-04-26,AT,Cross,equity,10445933.78
ICAM,2021-04-26,AT,Sell,SIC,557178.1
ICAM,2021-04-26,AT,Sell,equity,1070699.46
ICAM,2021-04-27,AT,Buy,SIC,1389714.12
ICAM,2021-04-27,AT,Buy,equity,2748628.73
ICAM,2021-04-27,AT,Cross,equity,26032980.29
ICAM,2021-04-27,AT,Sell,SIC,7872945.55
ICAM,2021-04-27,AT,Sell,equity,759118.04
ICAM,2021-04-28,AT,Buy,SIC,7130675.68
ICAM,2021-04-28,AT,Buy,equity,3936128.28
ICAM,2021-04-28,AT,Cross,equity,140151.92
ICAM,2021-04-28,AT,Sell,SIC,1776101.7
ICAM,2021-04-28,AT,Sell,equity,452597.57
ICAM,2021-04-29,AT,Buy,SIC,3918579.6
ICAM,2021-04-29,AT,Buy,equity,400828.36
ICAM,2021-04-29,AT,Cross,equity,2925
ICAM,2021-04-29,AT,Sell,SIC,17549239.87
ICAM,2021-04-29,AT,Sell,equity,1411256.55
ICAM,2021-04-30,AT,Buy,SIC,610177.92
ICAM,2021-04-30,AT,Buy,equity,46175356.46
ICAM,2021-04-30,AT,Cross,equity,824030.93
ICAM,2021-04-30,AT,Sell,SIC,3564073.36
ICAM,2021-04-30,AT,Sell,equity,86863.62
ICAM,2021-05-03,AT,Buy,SIC,2329114.95
ICAM,2021-05-03,AT,Buy,equity,504078.62
ICAM,2021-05-03,AT,Cross,equity,5862000
ICAM,2021-05-03,AT,Sell,SIC,7327833.9
ICAM,2021-05-03,AT,Sell,equity,508275.89
ICAM,2021-05-04,AO,Buy,equity,108350000
ICAM,2021-05-04,AT,Buy,SIC,6573882.55
ICAM,2021-05-04,AT,Buy,equity,5176557.17
ICAM,2021-05-04,AT,Cross,equity,3138380.3
ICAM,2021-05-04,AT,Sell,SIC,1870350
ICAM,2021-05-04,AT,Sell,equity,1923898.18
ICAM,2021-05-04,IO,Cross,SIC,5019084
ICAM,2021-05-04,TW,Cross,SIC,6653411.16
ICAM,2021-05-05,AT,Buy,SIC,20050319.05
ICAM,2021-05-05,AT,Buy,equity,718685.15
ICAM,2021-05-05,AT,Sell,SIC,1708944.5
ICAM,2021-05-05,AT,Sell,equity,268269.32
ICAM,2021-05-05,IO,Cross,SIC,9998864
ICAM,2021-05-06,AT,Buy,SIC,27291158.6
ICAM,2021-05-06,AT,Buy,equity,363944.74
ICAM,2021-05-06,AT,Cross,equity,152704.5
ICAM,2021-05-06,AT,Sell,SIC,7733655.82
ICAM,2021-05-06,AT,Sell,equity,475578.28
ICAM,2021-05-07,AT,Buy,SIC,4521022.5
ICAM,2021-05-07,AT,Buy,equity,3467708.64
ICAM,2021-05-07,AT,Cross,equity,4349733.82
ICAM,2021-05-07,AT,Sell,SIC,88000
ICAM,2021-05-07,AT,Sell,equity,3393192.63
ICAM,2021-05-10,AT,Buy,SIC,3961371.1
ICAM,2021-05-10,AT,Buy,equity,144983.94
ICAM,2021-05-10,AT,Cross,equity,3857000
ICAM,2021-05-10,AT,Sell,SIC,3648970
ICAM,2021-05-10,AT,Sell,equity,1284634.19
ICAM,2021-05-10,IO,Cross,SIC,19985074.2
ICAM,2021-05-10,TW,Cross,SIC,20007292
ICAM,2021-05-11,AT,Buy,SIC,3763152
ICAM,2021-05-11,AT,Buy,equity,3146365.49
